0 0 0 0 0 0
1 1e-12 1.452e-15 4.3895e-16 2.1859e-16 1.345e-16
2 1.1e-11 1.5972e-14 4.8284e-15 2.4045e-15 1.4795e-15
3 1.11e-10 1.6117e-13 4.8723e-14 2.4264e-14 1.4929e-14
4 1.111e-09 1.6129e-12 4.8763e-13 2.4284e-13 1.4942e-13
5 1.1111e-08 1.6109e-11 4.8735e-12 2.4276e-12 1.4939e-12
6 1.1111e-07 1.5916e-10 4.8427e-11 2.4172e-11 1.489e-11
7 1.1111e-06 1.4884e-09 4.6356e-10 2.339e-10 1.4502e-10
8 1.1111e-05 1.1711e-08 3.9495e-09 2.0571e-09 1.2989e-09
9 0.00011111 3.9072e-08 1.9604e-08 1.2107e-08 8.4114e-09
10 0.0011111 3.7034e-08 2.3063e-08 1.7673e-08 1.4691e-08
11 0.011111 2.8894e-08 1.8595e-08 1.4341e-08 1.1672e-08
12 0.11111 1.2311e-08 8.8328e-09 7.1608e-09 5.917e-09
13 1.1111 3.9319e-09 2.9656e-09 2.5015e-09 2.1699e-09
14 8.8015 2.9243e-09 2.0575e-09 1.7235e-09 1.5868e-09
15 28.028 2.139e-09 1.3685e-09 1.1002e-09 1.0937e-09
16 47.254 1.6613e-09 1.024e-09 8.0061e-10 8.3686e-10
17 66.48 1.354e-09 8.203e-10 6.2979e-10 6.7848e-10
18 85.706 1.1435e-09 6.8656e-10 5.2099e-10 5.7194e-10
19 104.93 9.9181e-10 5.9236e-10 4.4605e-10 4.9581e-10
20 129.93 8.4897e-10 5.05e-10 3.7778e-10 4.2447e-10
21 154.93 7.4498e-10 4.4206e-10 3.2929e-10 3.727e-10
22 179.93 6.6599e-10 3.9456e-10 2.9305e-10 3.3344e-10
23 204.93 6.0395e-10 3.5741e-10 2.649e-10 3.0263e-10
24 229.93 5.5391e-10 3.2755e-10 2.4239e-10 2.7779e-10
25 254.93 5.1267e-10 3.0298e-10 2.2395e-10 2.5732e-10
26 279.93 4.7806e-10 2.8241e-10 2.0855e-10 2.4014e-10
27 304.93 4.4857e-10 2.649e-10 1.9548e-10 2.255e-10
28 329.93 4.2312e-10 2.4981e-10 1.8423e-10 2.1287e-10
29 354.93 4.0092e-10 2.3665e-10 1.7444e-10 2.0184e-10
30 454.93 3.3442e-10 1.9729e-10 1.4524e-10 1.6877e-10
31 554.93 2.8984e-10 1.7095e-10 1.2576e-10 1.4657e-10
32 654.93 2.5761e-10 1.5192e-10 1.1171e-10 1.3049e-10
33 754.93 2.3307e-10 1.3744e-10 1.0103e-10 1.1823e-10
34 854.93 2.1367e-10 1.2599e-10 9.2599e-11 1.0852e-10
35 954.93 1.9788e-10 1.1668e-10 8.5743e-11 1.0061e-10
36 1054.9 1.8473e-10 1.0893e-10 8.004e-11 9.4022e-11
37 1154.9 1.736e-10 1.0237e-10 7.521e-11 8.8432e-11
38 1254.9 1.6402e-10 9.672e-11 7.1059e-11 8.3621e-11
39 1354.9 1.5569e-10 9.1806e-11 6.7445e-11 7.9428e-11
40 1454.9 1.4835e-10 8.7482e-11 6.4266e-11 7.5736e-11
41 1554.9 1.4184e-10 8.3643e-11 6.1444e-11 7.2455e-11
42 1654.9 1.3601e-10 8.0208e-11 5.892e-11 6.9518e-11
43 1754.9 1.3076e-10 7.7113e-11 5.6646e-11 6.687e-11
44 1854.9 1.26e-10 7.4308e-11 5.4584e-11 6.4468e-11
45 1954.9 1.2166e-10 7.1751e-11 5.2706e-11 6.2278e-11
46 2054.9 1.1769e-10 6.941e-11 5.0986e-11 6.0271e-11
47 2154.9 1.1404e-10 6.7256e-11 4.9404e-11 5.8424e-11
48 2254.9 1.1066e-10 6.5268e-11 4.7943e-11 5.6718e-11
49 2354.9 1.0753e-10 6.3424e-11 4.6589e-11 5.5136e-11
50 2454.9 1.0463e-10 6.171e-11 4.533e-11 5.3664e-11
51 2554.9 1.0191e-10 6.0112e-11 4.4155e-11 5.229e-11
52 2654.9 9.9376e-11 5.8617e-11 4.3057e-11 5.1005e-11
53 2754.9 9.6997e-11 5.7215e-11 4.2027e-11 4.98e-11
54 2854.9 9.4762e-11 5.5897e-11 4.1059e-11 4.8667e-11
55 2954.9 9.2655e-11 5.4655e-11 4.0148e-11 4.7599e-11
56 3054.9 9.0667e-11 5.3484e-11 3.9287e-11 4.659e-11
57 3154.9 8.8787e-11 5.2375e-11 3.8473e-11 4.5636e-11
58 3254.9 8.7005e-11 5.1325e-11 3.7702e-11 4.4732e-11
59 3354.9 8.5314e-11 5.0329e-11 3.697e-11 4.3873e-11
60 3454.9 8.3707e-11 4.9381e-11 3.6274e-11 4.3057e-11
61 3554.9 8.2177e-11 4.8479e-11 3.5612e-11 4.2279e-11
62 3654.9 8.0718e-11 4.7619e-11 3.498e-11 4.1538e-11
63 3754.9 7.9325e-11 4.6798e-11 3.4377e-11 4.083e-11
64 3854.9 7.7994e-11 4.6014e-11 3.3801e-11 4.0153e-11
65 3954.9 7.672e-11 4.5263e-11 3.325e-11 3.9505e-11
66 4054.9 7.5499e-11 4.4543e-11 3.2721e-11 3.8884e-11
67 4154.9 7.4328e-11 4.3853e-11 3.2215e-11 3.8288e-11
68 4254.9 7.3204e-11 4.319e-11 3.1728e-11 3.7716e-11
69 4354.9 7.2124e-11 4.2554e-11 3.126e-11 3.7166e-11
70 4454.9 7.1085e-11 4.1941e-11 3.0811e-11 3.6637e-11
71 4554.9 7.0084e-11 4.1351e-11 3.0377e-11 3.6128e-11
72 4654.9 6.912e-11 4.0783e-11 2.996e-11 3.5636e-11
73 4754.9 6.819e-11 4.0235e-11 2.9558e-11 3.5163e-11
74 4854.9 6.7293e-11 3.9706e-11 2.9169e-11 3.4705e-11
75 4954.9 6.6426e-11 3.9195e-11 2.8794e-11 3.4264e-11
76 5054.9 6.5588e-11 3.8701e-11 2.8431e-11 3.3836e-11
77 5154.9 6.4778e-11 3.8223e-11 2.808e-11 3.3423e-11
78 5254.9 6.3994e-11 3.7761e-11 2.7741e-11 3.3023e-11
79 5354.9 6.3234e-11 3.7313e-11 2.7412e-11 3.2636e-11
80 5454.9 6.2498e-11 3.6879e-11 2.7093e-11 3.226e-11
81 5554.9 6.1784e-11 3.6458e-11 2.6784e-11 3.1896e-11
