0 0 0 0 0 0
1 1e-12 1.4693e-15 4.4418e-16 2.212e-16 1.361e-16
2 1.1e-11 1.6162e-14 4.886e-15 2.4332e-15 1.4971e-15
3 1.11e-10 1.6309e-13 4.9304e-14 2.4553e-14 1.5107e-14
4 1.111e-09 1.6322e-12 4.9345e-13 2.4574e-13 1.512e-13
5 1.1111e-08 1.6302e-11 4.9317e-12 2.4565e-12 1.5117e-12
6 1.1111e-07 1.6106e-10 4.9005e-11 2.446e-11 1.5068e-11
7 1.1111e-06 1.5062e-09 4.6909e-10 2.3669e-10 1.4675e-10
8 1.1111e-05 1.185e-08 3.9966e-09 2.0816e-09 1.3144e-09
9 0.00011111 3.9536e-08 1.9837e-08 1.2252e-08 8.5117e-09
10 0.0011111 3.7459e-08 2.3331e-08 1.7879e-08 1.4862e-08
11 0.011111 2.9161e-08 1.8777e-08 1.4484e-08 1.1789e-08
12 0.11111 1.2383e-08 8.8882e-09 7.2071e-09 5.9556e-09
13 1.1111 3.9494e-09 2.9799e-09 2.5142e-09 2.1813e-09
14 8.7899 2.9466e-09 2.0755e-09 1.7395e-09 1.601e-09
15 27.987 2.1695e-09 1.3906e-09 1.1196e-09 1.1116e-09
16 47.184 1.695e-09 1.0465e-09 8.1964e-10 8.556e-10
17 66.381 1.3878e-09 8.419e-10 6.4754e-10 6.9689e-10
18 85.578 1.1762e-09 7.0693e-10 5.3734e-10 5.8954e-10
19 104.78 1.0229e-09 6.1142e-10 4.6109e-10 5.124e-10
20 152.77 7.786e-10 4.6231e-10 3.4484e-10 3.9027e-10
21 200.76 6.3537e-10 3.7618e-10 2.7911e-10 3.1891e-10
22 248.75 5.4111e-10 3.1989e-10 2.3665e-10 2.72e-10
23 296.75 4.7418e-10 2.8007e-10 2.0682e-10 2.3869e-10
24 344.74 4.2405e-10 2.5032e-10 1.8462e-10 2.1373e-10
25 394.74 3.8354e-10 2.2632e-10 1.6678e-10 1.9355e-10
26 444.74 3.5127e-10 2.0723e-10 1.5261e-10 1.7747e-10
27 494.74 3.249e-10 1.9163e-10 1.4106e-10 1.6431e-10
28 544.74 3.029e-10 1.7863e-10 1.3144e-10 1.5332e-10
29 594.74 2.8423e-10 1.676e-10 1.2329e-10 1.44e-10
30 644.74 2.6816e-10 1.5812e-10 1.1628e-10 1.3597e-10
31 694.74 2.5417e-10 1.4986e-10 1.1019e-10 1.2897e-10
32 744.74 2.4187e-10 1.426e-10 1.0483e-10 1.2281e-10
33 794.74 2.3095e-10 1.3615e-10 1.0008e-10 1.1734e-10
34 844.74 2.2118e-10 1.3039e-10 9.5839e-11 1.1244e-10
35 1044.7 1.9052e-10 1.1231e-10 8.2525e-11 9.7057e-11
36 1244.7 1.6872e-10 9.946e-11 7.307e-11 8.6098e-11
37 1444.7 1.5231e-10 8.9788e-11 6.5957e-11 7.7834e-11
38 1644.7 1.3944e-10 8.2204e-11 6.0382e-11 7.1344e-11
39 1844.7 1.2903e-10 7.6072e-11 5.5875e-11 6.609e-11
40 2044.7 1.2042e-10 7.0994e-11 5.2145e-11 6.1734e-11
41 2244.7 1.1315e-10 6.6709e-11 4.8997e-11 5.8054e-11
42 2444.7 1.0691e-10 6.3036e-11 4.6298e-11 5.4896e-11
43 2644.7 1.015e-10 5.9846e-11 4.3955e-11 5.2152e-11
44 2844.7 9.6744e-11 5.7045e-11 4.1898e-11 4.9741e-11
45 3044.7 9.2531e-11 5.4562e-11 4.0074e-11 4.7602e-11
46 3244.7 8.8766e-11 5.2344e-11 3.8445e-11 4.5689e-11
47 3444.7 8.5377e-11 5.0347e-11 3.6979e-11 4.3967e-11
48 3644.7 8.2309e-11 4.8539e-11 3.5651e-11 4.2406e-11
49 3844.7 7.9514e-11 4.6892e-11 3.4441e-11 4.0983e-11
50 4044.7 7.6955e-11 4.5385e-11 3.3334e-11 3.9681e-11
51 4244.7 7.4603e-11 4.3999e-11 3.2317e-11 3.8482e-11
52 4444.7 7.2432e-11 4.2719e-11 3.1377e-11 3.7376e-11
53 4644.7 7.042e-11 4.1533e-11 3.0506e-11 3.635e-11
54 4844.7 6.8549e-11 4.0431e-11 2.9697e-11 3.5395e-11
55 5044.7 6.6804e-11 3.9403e-11 2.8942e-11 3.4505e-11
56 5244.7 6.5173e-11 3.8441e-11 2.8236e-11 3.3672e-11
57 5444.7 6.3643e-11 3.7539e-11 2.7574e-11 3.2891e-11
58 5644.7 6.2204e-11 3.6692e-11 2.6951e-11 3.2156e-11
59 5844.7 6.0849e-11 3.5893e-11 2.6365e-11 3.1464e-11
60 6044.7 5.957e-11 3.5139e-11 2.5811e-11 3.081e-11
61 6244.7 5.836e-11 3.4426e-11 2.5288e-11 3.0191e-11
62 6444.7 5.7213e-11 3.375e-11 2.4791e-11 2.9604e-11
63 6644.7 5.6125e-11 3.3109e-11 2.432e-11 2.9047e-11
64 6844.7 5.509e-11 3.2499e-11 2.3872e-11 2.8517e-11
65 7044.7 5.4104e-11 3.1918e-11 2.3446e-11 2.8013e-11
66 7244.7 5.3164e-11 3.1364e-11 2.3039e-11 2.7532e-11
67 7444.7 5.2267e-11 3.0835e-11 2.2651e-11 2.7072e-11
68 7644.7 5.1409e-11 3.0329e-11 2.2279e-11 2.6632e-11
