0 0 0 0 0 0
1 1e-12 1.8936e-15 4.4118e-16 2.1972e-16 1.352e-16
2 1.1e-11 2.0829e-14 4.853e-15 2.4169e-15 1.4872e-15
3 1.11e-10 2.1018e-13 4.8971e-14 2.4389e-14 1.5007e-14
4 1.111e-09 2.1034e-12 4.9012e-13 2.441e-13 1.502e-13
5 1.1111e-08 2.1007e-11 4.8984e-12 2.4401e-12 1.5017e-12
6 1.1111e-07 2.0744e-10 4.868e-11 2.4299e-11 1.4969e-11
7 1.1111e-06 1.9343e-09 4.6635e-10 2.3528e-10 1.4586e-10
8 1.1111e-05 1.5111e-08 3.9806e-09 2.0729e-09 1.3087e-09
9 0.00011111 5.02e-08 1.9791e-08 1.2215e-08 8.4866e-09
10 0.0011111 4.7409e-08 2.3285e-08 1.783e-08 1.4822e-08
11 0.011111 3.6301e-08 1.878e-08 1.4477e-08 1.1784e-08
12 0.11111 1.5275e-08 9.1115e-09 7.3787e-09 6.0942e-09
13 1.1111 5.024e-09 3.1549e-09 2.6459e-09 2.2803e-09
14 8.9056 3.6179e-09 2.0643e-09 1.7185e-09 1.5782e-09
15 28.392 2.6197e-09 1.3342e-09 1.0661e-09 1.0565e-09
16 47.878 2.029e-09 9.9056e-10 7.7069e-10 8.0129e-10
17 67.365 1.6509e-09 7.9079e-10 6.0495e-10 6.4695e-10
18 86.851 1.3926e-09 6.6054e-10 4.9992e-10 5.4405e-10
19 106.34 1.2063e-09 5.6904e-10 4.2765e-10 4.7079e-10
20 155.05 9.1124e-10 4.2713e-10 3.1793e-10 3.5576e-10
21 203.77 7.3896e-10 3.456e-10 2.5607e-10 2.8899e-10
22 252.48 6.2584e-10 2.9244e-10 2.1613e-10 2.4523e-10
23 301.2 5.4561e-10 2.5489e-10 1.8809e-10 2.1421e-10
24 349.92 4.8557e-10 2.2686e-10 1.6723e-10 1.9099e-10
25 399.92 4.3772e-10 2.0455e-10 1.5068e-10 1.7247e-10
26 449.92 3.9951e-10 1.8676e-10 1.3749e-10 1.5767e-10
27 499.92 3.6822e-10 1.722e-10 1.2672e-10 1.4555e-10
28 549.92 3.4208e-10 1.6004e-10 1.1774e-10 1.3541e-10
29 599.92 3.1989e-10 1.4972e-10 1.1012e-10 1.2679e-10
30 649.92 3.0077e-10 1.4083e-10 1.0357e-10 1.1937e-10
31 699.92 2.8412e-10 1.3309e-10 9.786e-11 1.1289e-10
32 749.92 2.6947e-10 1.2628e-10 9.2842e-11 1.0719e-10
33 799.92 2.5647e-10 1.2024e-10 8.839e-11 1.0213e-10
34 849.92 2.4484e-10 1.1484e-10 8.441e-11 9.76e-11
35 1049.9 2.0837e-10 9.7885e-11 7.1932e-11 8.3365e-11
36 1249.9 1.8248e-10 8.5852e-11 6.3081e-11 7.3238e-11
37 1449.9 1.6304e-10 7.6812e-11 5.6433e-11 6.5615e-11
38 1649.9 1.4784e-10 6.9738e-11 5.1234e-11 5.9642e-11
39 1849.9 1.3558e-10 6.4032e-11 4.704e-11 5.4817e-11
40 2049.9 1.2546e-10 5.9318e-11 4.3576e-11 5.0826e-11
41 2249.9 1.1695e-10 5.5349e-11 4.066e-11 4.7463e-11
42 2449.9 1.0967e-10 5.1955e-11 3.8166e-11 4.4584e-11
43 2649.9 1.0336e-10 4.9014e-11 3.6006e-11 4.2088e-11
44 2849.9 9.7846e-11 4.6439e-11 3.4114e-11 3.99e-11
45 3049.9 9.2968e-11 4.4161e-11 3.244e-11 3.7963e-11
46 3249.9 8.862e-11 4.213e-11 3.0949e-11 3.6235e-11
47 3449.9 8.4718e-11 4.0306e-11 2.9609e-11 3.4683e-11
48 3649.9 8.1194e-11 3.8658e-11 2.8398e-11 3.3279e-11
49 3849.9 7.7992e-11 3.716e-11 2.7298e-11 3.2002e-11
50 4049.9 7.5069e-11 3.5792e-11 2.6293e-11 3.0836e-11
51 4249.9 7.2388e-11 3.4537e-11 2.5371e-11 2.9765e-11
52 4449.9 6.9919e-11 3.338e-11 2.4522e-11 2.8778e-11
53 4649.9 6.7636e-11 3.2311e-11 2.3736e-11 2.7865e-11
54 4849.9 6.552e-11 3.1318e-11 2.3008e-11 2.7017e-11
55 5049.9 6.355e-11 3.0395e-11 2.2329e-11 2.6228e-11
56 5249.9 6.1712e-11 2.9532e-11 2.1696e-11 2.5491e-11
57 5449.9 5.9992e-11 2.8725e-11 2.1103e-11 2.4801e-11
58 5649.9 5.8379e-11 2.7968e-11 2.0547e-11 2.4153e-11
59 5849.9 5.6863e-11 2.7256e-11 2.0024e-11 2.3544e-11
60 6049.9 5.5435e-11 2.6585e-11 1.9531e-11 2.2969e-11
61 6249.9 5.4087e-11 2.5951e-11 1.9066e-11 2.2427e-11
62 6449.9 5.2811e-11 2.5352e-11 1.8625e-11 2.1913e-11
63 6649.9 5.1603e-11 2.4784e-11 1.8208e-11 2.1426e-11
64 6849.9 5.0457e-11 2.4244e-11 1.7812e-11 2.0964e-11
65 7049.9 4.9368e-11 2.3732e-11 1.7435e-11 2.0525e-11
66 7249.9 4.8331e-11 2.3243e-11 1.7077e-11 2.0106e-11
67 7449.9 4.7343e-11 2.2778e-11 1.6735e-11 1.9707e-11
68 7649.9 4.64e-11 2.2334e-11 1.6409e-11 1.9326e-11
69 7849.9 4.5499e-11 2.1909e-11 1.6097e-11 1.8962e-11
70 8049.9 4.4637e-11 2.1503e-11 1.5799e-11 1.8613e-11
