0 0 0 0 0 0 0
1 1e-12 3.1311e-15 5.9144e-16 2.3271e-16 1.2195e-16 7.4063e-17
2 1.1e-11 3.4564e-14 6.4452e-15 2.5597e-15 1.3415e-15 8.1469e-16
3 1.11e-10 3.6024e-13 5.9322e-14 2.582e-14 1.3537e-14 8.2209e-15
4 1.111e-09 4.2281e-12 2.8403e-13 2.5747e-13 1.3546e-13 8.2281e-14
5 1.1111e-08 4.7603e-11 3.2745e-13 2.4809e-12 1.3524e-12 8.2268e-13
6 1.1111e-07 5.0424e-10 3.8671e-13 1.7675e-11 1.3295e-11 8.2064e-12
7 1.1111e-06 5.5593e-09 4.6518e-13 3.679e-11 1.129e-10 8.0052e-11
8 1.1111e-05 6.0287e-08 5.1875e-13 4.989e-11 4.054e-10 6.3271e-10
9 0.00011111 6.4152e-07 5.4518e-13 5.635e-11 5.3684e-10 1.5733e-09
10 0.0011111 6.4393e-06 5.4261e-13 5.5688e-11 5.2323e-10 1.4795e-09
11 0.011111 5.904e-05 5.5401e-13 5.5807e-11 5.2532e-10 1.4907e-09
12 0.11111 0.00039508 1.0476e-12 5.6334e-11 5.3429e-10 1.5363e-09
13 1.1111 0.0015154 8.1985e-12 5.7082e-11 5.4743e-10 1.6091e-09
14 8.8035 0.0013556 6.7296e-12 5.7938e-11 5.6252e-10 1.6943e-09
15 28.034 0.00087946 3.1255e-12 5.8536e-11 5.7398e-10 1.7702e-09
16 47.265 0.00066124 1.9975e-12 5.8759e-11 5.7872e-10 1.8071e-09
17 66.496 0.00053218 1.4845e-12 5.8915e-11 5.8217e-10 1.8355e-09
18 85.727 0.0004473 1.2094e-12 5.904e-11 5.8497e-10 1.8592e-09
19 104.96 0.00038735 1.0447e-12 5.9146e-11 5.8738e-10 1.8798e-09
20 129.96 0.00033157 9.1349e-13 5.9265e-11 5.9008e-10 1.9031e-09
21 154.96 0.0002912 8.3169e-13 5.9367e-11 5.9243e-10 1.9235e-09
22 179.96 0.00026061 7.7703e-13 5.9457e-11 5.945e-10 1.9415e-09
23 204.96 0.00023659 7.3854e-13 5.9537e-11 5.9635e-10 1.9577e-09
24 229.96 0.0002172 7.1031e-13 5.9609e-11 5.9802e-10 1.9723e-09
25 254.96 0.00020121 6.8892e-13 5.9675e-11 5.9953e-10 1.9856e-09
26 279.96 0.00018776 6.7227e-13 5.9734e-11 6.009e-10 1.9977e-09
27 304.96 0.0001763 6.5903e-13 5.9788e-11 6.0217e-10 2.0089e-09
28 329.96 0.00016639 6.4829e-13 5.9838e-11 6.0333e-10 2.0191e-09
29 354.96 0.00015773 6.3946e-13 5.9885e-11 6.0441e-10 2.0287e-09
30 454.96 0.00013174 6.1594e-13 6.004e-11 6.0803e-10 2.0608e-09
31 554.96 0.00011427 6.0267e-13 6.016e-11 6.1084e-10 2.0859e-09
32 654.96 0.00010163 5.9433e-13 6.0256e-11 6.1311e-10 2.1061e-09
33 754.96 9.1989e-05 5.887e-13 6.0335e-11 6.1497e-10 2.1229e-09
34 854.96 8.4367e-05 5.8468e-13 6.0402e-11 6.1655e-10 2.137e-09
35 954.96 7.8164e-05 5.817e-13 6.0459e-11 6.179e-10 2.1492e-09
36 1055 7.3003e-05 5.7941e-13 6.0509e-11 6.1908e-10 2.1598e-09
37 1155 6.8631e-05 5.7761e-13 6.0552e-11 6.2011e-10 2.1692e-09
38 1255 6.4871e-05 5.7617e-13 6.0591e-11 6.2103e-10 2.1775e-09
39 1355 6.1597e-05 5.7499e-13 6.0626e-11 6.2185e-10 2.1849e-09
40 1455 5.8717e-05 5.7401e-13 6.0657e-11 6.2259e-10 2.1916e-09
41 1555 5.6161e-05 5.7319e-13 6.0685e-11 6.2327e-10 2.1978e-09
42 1655 5.3873e-05 5.7249e-13 6.0711e-11 6.2388e-10 2.2034e-09
43 1755 5.1811e-05 5.7189e-13 6.0735e-11 6.2445e-10 2.2085e-09
44 1855 4.9942e-05 5.7137e-13 6.0757e-11 6.2497e-10 2.2132e-09
45 1955 4.8239e-05 5.7092e-13 6.0777e-11 6.2545e-10 2.2176e-09
46 2055 4.6679e-05 5.7052e-13 6.0796e-11 6.259e-10 2.2217e-09
47 2155 4.5243e-05 5.7017e-13 6.0813e-11 6.2631e-10 2.2255e-09
48 2255 4.3917e-05 5.6986e-13 6.0829e-11 6.267e-10 2.229e-09
49 2355 4.2688e-05 5.6958e-13 6.0845e-11 6.2707e-10 2.2323e-09
50 2455 4.1545e-05 5.6933e-13 6.0859e-11 6.2741e-10 2.2355e-09
51 2555 4.0479e-05 5.691e-13 6.0872e-11 6.2773e-10 2.2384e-09
52 2655 3.9481e-05 5.689e-13 6.0885e-11 6.2804e-10 2.2412e-09
53 2755 3.8546e-05 5.6871e-13 6.0897e-11 6.2832e-10 2.2438e-09
54 2855 3.7666e-05 5.6854e-13 6.0908e-11 6.286e-10 2.2463e-09
55 2955 3.6837e-05 5.6839e-13 6.0919e-11 6.2885e-10 2.2487e-09
56 3055 3.6055e-05 5.6825e-13 6.093e-11 6.291e-10 2.2509e-09
57 3155 3.5315e-05 5.6812e-13 6.0939e-11 6.2933e-10 2.2531e-09
58 3255 3.4613e-05 5.68e-13 6.0949e-11 6.2956e-10 2.2551e-09
59 3355 3.3947e-05 5.6789e-13 6.0957e-11 6.2977e-10 2.2571e-09
60 3455 3.3314e-05 5.6778e-13 6.0966e-11 6.2997e-10 2.2589e-09
61 3555 3.2711e-05 5.6769e-13 6.0974e-11 6.3017e-10 2.2607e-09
62 3655 3.2136e-05 5.676e-13 6.0982e-11 6.3035e-10 2.2624e-09
63 3755 3.1587e-05 5.6752e-13 6.0989e-11 6.3053e-10 2.2641e-09
64 3855 3.1062e-05 5.6744e-13 6.0996e-11 6.307e-10 2.2657e-09
65 3955 3.0559e-05 5.6737e-13 6.1003e-11 6.3086e-10 2.2672e-09
66 4055 3.0078e-05 5.673e-13 6.101e-11 6.3102e-10 2.2686e-09
67 4155 2.9616e-05 5.6723e-13 6.1016e-11 6.3118e-10 2.27e-09
68 4255 2.9172e-05 5.6718e-13 6.1022e-11 6.3132e-10 2.2714e-09
69 4355 2.8746e-05 5.6712e-13 6.1028e-11 6.3146e-10 2.2727e-09
70 4455 2.8335e-05 5.6707e-13 6.1033e-11 6.316e-10 2.274e-09
71 4555 2.794e-05 5.6702e-13 6.1039e-11 6.3173e-10 2.2752e-09
72 4655 2.756e-05 5.6697e-13 6.1044e-11 6.3186e-10 2.2764e-09
73 4755 2.7192e-05 5.6692e-13 6.1049e-11 6.3198e-10 2.2775e-09
74 4855 2.6838e-05 5.6688e-13 6.1054e-11 6.321e-10 2.2786e-09
75 4955 2.6495e-05 5.6684e-13 6.1059e-11 6.3221e-10 2.2797e-09
76 5055 2.6164e-05 5.668e-13 6.1064e-11 6.3233e-10 2.2807e-09
77 5155 2.5843e-05 5.6677e-13 6.1068e-11 6.3243e-10 2.2817e-09
78 5255 2.5533e-05 5.6673e-13 6.1072e-11 6.3254e-10 2.2827e-09
79 5355 2.5233e-05 5.667e-13 6.1077e-11 6.3264e-10 2.2836e-09
80 5455 2.4942e-05 5.6667e-13 6.1081e-11 6.3274e-10 2.2845e-09
81 5555 2.4659e-05 5.6664e-13 6.1085e-11 6.3283e-10 2.2854e-09
82 5655 2.4385e-05 5.6661e-13 6.1088e-11 6.3293e-10 2.2863e-09
83 5755 2.4119e-05 5.6658e-13 6.1092e-11 6.3302e-10 2.2871e-09
84 5855 2.386e-05 5.6656e-13 6.1096e-11 6.331e-10 2.2879e-09
85 5955 2.3609e-05 5.6653e-13 6.1099e-11 6.3319e-10 2.2887e-09
86 6055 2.3365e-05 5.6651e-13 6.1103e-11 6.3327e-10 2.2895e-09
87 6155 2.3127e-05 5.6649e-13 6.1106e-11 6.3335e-10 2.2903e-09
88 6255 2.2896e-05 5.6647e-13 6.1109e-11 6.3343e-10 2.291e-09
89 6355 2.2671e-05 5.6644e-13 6.1112e-11 6.3351e-10 2.2917e-09
90 6455 2.2451e-05 5.6643e-13 6.1115e-11 6.3358e-10 2.2924e-09
91 6555 2.2238e-05 5.6641e-13 6.1118e-11 6.3366e-10 2.2931e-09
92 6655 2.2029e-05 5.6639e-13 6.1121e-11 6.3373e-10 2.2938e-09
93 6755 2.1826e-05 5.6637e-13 6.1124e-11 6.338e-10 2.2944e-09
94 6855 2.1627e-05 5.6635e-13 6.1127e-11 6.3387e-10 2.2951e-09
95 6955 2.1434e-05 5.6634e-13 6.113e-11 6.3393e-10 2.2957e-09
96 7055 2.1245e-05 5.6632e-13 6.1132e-11 6.34e-10 2.2963e-09
97 7155 2.106e-05 5.6631e-13 6.1135e-11 6.3406e-10 2.2969e-09
98 7255 2.088e-05 5.6629e-13 6.1138e-11 6.3412e-10 2.2975e-09
99 7355 2.0703e-05 5.6628e-13 6.114e-11 6.3418e-10 2.2981e-09
100 7455 2.0531e-05 5.6626e-13 6.1142e-11 6.3424e-10 2.2986e-09
101 7555 2.0362e-05 5.6625e-13 6.1145e-11 6.343e-10 2.2992e-09
102 7655 2.0198e-05 5.6624e-13 6.1147e-11 6.3435e-10 2.2997e-09
103 7755 2.0036e-05 5.6622e-13 6.1149e-11 6.3441e-10 2.3002e-09
104 7855 1.9878e-05 5.6621e-13 6.1152e-11 6.3446e-10 2.3007e-09
105 7955 1.9724e-05 5.662e-13 6.1154e-11 6.3452e-10 2.3012e-09
106 8055 1.9572e-05 5.6619e-13 6.1156e-11 6.3457e-10 2.3017e-09
107 8155 1.9424e-05 5.6618e-13 6.1158e-11 6.3462e-10 2.3022e-09
108 8255 1.9278e-05 5.6617e-13 6.116e-11 6.3467e-10 2.3027e-09
109 8355 1.9136e-05 5.6616e-13 6.1162e-11 6.3472e-10 2.3031e-09
110 8455 1.8996e-05 5.6615e-13 6.1164e-11 6.3477e-10 2.3036e-09
111 8555 1.8859e-05 5.6614e-13 6.1166e-11 6.3481e-10 2.304e-09
112 8655 1.8724e-05 5.6613e-13 6.1168e-11 6.3486e-10 2.3045e-09
113 8755 1.8593e-05 5.6612e-13 6.1169e-11 6.349e-10 2.3049e-09
