2039 0 3.7836e-07 3.8186e-07 3.89908e-07 4.03889e-07 4.23044e-07 4.44238e-07 4.63458e-07 4.77772e-07 4.86168e-07 0 Fr_45
3035 0 1.51344e-06 1.52744e-06 1.55963e-06 1.61555e-06 1.69217e-06 1.77695e-06 1.85383e-06 1.91109e-06 1.94467e-06 0 Pe_45
2034 0 4.46387e-07 4.50593e-07 4.60171e-07 4.76735e-07 4.99397e-07 5.24475e-07 5.47236e-07 5.64209e-07 5.74176e-07 0 Fr_40
3030 0 1.78555e-06 1.80237e-06 1.84068e-06 1.90694e-06 1.99759e-06 2.0979e-06 2.18894e-06 2.25684e-06 2.2967e-06 0 Pe_40
2029 0 5.50499e-07 5.55675e-07 5.67473e-07 5.8789e-07 6.15827e-07 6.46743e-07 6.74799e-07 6.95718e-07 7.08e-07 0 Fr_35
3025 0 2.202e-06 2.2227e-06 2.26989e-06 2.35156e-06 2.46331e-06 2.58697e-06 2.6992e-06 2.78287e-06 2.832e-06 0 Pe_35
2024 0 6.92055e-07 6.98618e-07 7.13512e-07 7.3923e-07 7.74398e-07 8.13318e-07 8.48652e-07 8.75013e-07 8.90499e-07 0 Fr_30
3020 0 2.76822e-06 2.79447e-06 2.85405e-06 2.95692e-06 3.09759e-06 3.25327e-06 3.39461e-06 3.50005e-06 3.562e-06 0 Pe_30
2019 0 9.20117e-07 9.28937e-07 9.48843e-07 9.83122e-07 1.02996e-06 1.08179e-06 1.12888e-06 1.16403e-06 1.1847e-06 0 Fr_25
3015 0 3.68047e-06 3.71575e-06 3.79537e-06 3.93249e-06 4.11983e-06 4.32717e-06 4.51551e-06 4.65612e-06 4.73879e-06 0 Pe_25
2014 0 1.4364e-06 1.45371e-06 1.48836e-06 1.54454e-06 1.62006e-06 1.70425e-06 1.78214e-06 1.84163e-06 1.87738e-06 0 Fr_20
