0 0 0 0 
1.2891e-12 3.9186e-13 1.9569e-13 1.2065e-13 
1.319e-12 3.9997e-13 1.9951e-13 1.229e-13 
1.3626e-12 4.125e-13 2.0557e-13 1.2656e-13 
1.421e-12 4.2977e-13 2.1408e-13 1.3175e-13 
1.4937e-12 4.5156e-13 2.2487e-13 1.3836e-13 
1.5751e-12 4.7591e-13 2.3694e-13 1.4575e-13 
1.6536e-12 4.9923e-13 2.4844e-13 1.5278e-13 
1.7169e-12 5.1786e-13 2.5758e-13 1.5834e-13 
1.7545e-12 5.2917e-13 2.6316e-13 1.6174e-13 
0 0 0 0 
