2039 0 3.64618e-07 3.64618e-07 4.03502e-07 4.1626e-07 4.22355e-07 4.50185e-07 4.62916e-07 4.8311e-07 4.8311e-07 0 Fr_45
3035 0 1.45847e-06 1.45847e-06 1.61401e-06 1.66504e-06 1.68942e-06 1.80074e-06 1.85167e-06 1.93244e-06 1.93244e-06 0 Pe_45
2034 0 4.30251e-07 4.30251e-07 4.76157e-07 4.91303e-07 4.98534e-07 5.31555e-07 5.46618e-07 5.70537e-07 5.70537e-07 0 Fr_40
3030 0 1.721e-06 1.721e-06 1.90463e-06 1.96521e-06 1.99413e-06 2.12622e-06 2.18647e-06 2.28215e-06 2.28215e-06 0 Pe_40
2029 0 5.30588e-07 5.30588e-07 5.87196e-07 6.05859e-07 6.14771e-07 6.55465e-07 6.74034e-07 7.03517e-07 7.03517e-07 0 Fr_35
3025 0 2.12235e-06 2.12235e-06 2.34878e-06 2.42344e-06 2.45908e-06 2.62186e-06 2.69614e-06 2.81407e-06 2.81407e-06 0 Pe_35
2024 0 6.6708e-07 6.6708e-07 7.38268e-07 7.618e-07 7.73033e-07 8.2433e-07 8.47706e-07 8.84841e-07 8.84841e-07 0 Fr_30
3020 0 2.66832e-06 2.66832e-06 2.95307e-06 3.0472e-06 3.09213e-06 3.29732e-06 3.39082e-06 3.53936e-06 3.53936e-06 0 Pe_30
2019 0 8.87007e-07 8.87007e-07 9.81691e-07 1.0131e-06 1.02808e-06 1.09651e-06 1.12765e-06 1.17714e-06 1.17714e-06 0 Fr_25
3015 0 3.54803e-06 3.54803e-06 3.92677e-06 4.05239e-06 4.11232e-06 4.38605e-06 4.51058e-06 4.70855e-06 4.70855e-06 0 Pe_25
2014 0 1.3871e-06 1.3871e-06 1.53722e-06 1.58771e-06 1.61688e-06 1.7292e-06 1.78438e-06 1.86844e-06 1.86844e-06 0 Fr_20
3010 0 5.5484e-06 5.5484e-06 6.14889e-06 6.35084e-06 6.46753e-06 6.91679e-06 7.13751e-06 7.47376e-06 7.47376e-06 0 Pe_20
2010 0 2.00982e-06 2.00982e-06 2.22759e-06 2.30111e-06 2.34405e-06 2.50776e-06 2.58845e-06 2.71114e-06 2.71114e-06 0 Fr_16
3006 0 8.03928e-06 8.03928e-06 8.91038e-06 9.20446e-06 9.37618e-06 1.0031e-05 1.03538e-05 1.08446e-05 1.08446e-05 0 Pe_16
2006 0 3.14155e-06 3.14155e-06 3.48249e-06 3.5982e-06 3.66667e-06 3.92464e-06 4.05229e-06 4.2459e-06 4.2459e-06 0 Fr_12
