0 0 0 0 0 0 0
1 1e-12 3.1471e-15 5.9459e-16 2.3397e-16 1.2262e-16 7.447e-17
2 1.1e-11 3.474e-14 6.4794e-15 2.5736e-15 1.3488e-15 8.1917e-16
3 1.11e-10 3.6208e-13 5.9638e-14 2.596e-14 1.3611e-14 8.2662e-15
4 1.111e-09 4.2498e-12 2.8554e-13 2.5886e-13 1.3621e-13 8.2734e-14
5 1.1111e-08 4.7849e-11 3.292e-13 2.4944e-12 1.3598e-12 8.2721e-13
6 1.1111e-07 5.0685e-10 3.8877e-13 1.7771e-11 1.3368e-11 8.2516e-12
7 1.1111e-06 5.5882e-09 4.6768e-13 3.699e-11 1.1352e-10 8.0492e-11
8 1.1111e-05 6.0602e-08 5.2153e-13 5.0162e-11 4.0763e-10 6.362e-10
9 0.00011111 6.4487e-07 5.4811e-13 5.6657e-11 5.3978e-10 1.5819e-09
10 0.0011111 6.4725e-06 5.4552e-13 5.5991e-11 5.261e-10 1.4877e-09
11 0.011111 5.9314e-05 5.5705e-13 5.6113e-11 5.2822e-10 1.499e-09
12 0.11111 0.00039674 1.0554e-12 5.6647e-11 5.3732e-10 1.5453e-09
13 1.1111 0.0015228 8.2871e-12 5.7397e-11 5.5048e-10 1.6182e-09
14 8.8009 0.0013587 6.7664e-12 5.8255e-11 5.6562e-10 1.7035e-09
15 28.026 0.00088002 3.1337e-12 5.8854e-11 5.7712e-10 1.7797e-09
16 47.25 0.00066106 2.0006e-12 5.9078e-11 5.8187e-10 1.8168e-09
17 66.475 0.00053177 1.4866e-12 5.9236e-11 5.8534e-10 1.8454e-09
18 85.699 0.00044683 1.2113e-12 5.9361e-11 5.8816e-10 1.8692e-09
19 104.92 0.00038689 1.0468e-12 5.9468e-11 5.9058e-10 1.8899e-09
20 152.99 0.0002935 8.3914e-13 5.9683e-11 5.955e-10 1.9325e-09
21 201.05 0.0002396 7.4621e-13 5.985e-11 5.9935e-10 1.966e-09
22 249.11 0.00020436 6.9603e-13 5.9985e-11 6.0248e-10 1.9935e-09
23 297.17 0.00017939 6.6555e-13 6.0098e-11 6.051e-10 2.0165e-09
24 345.23 0.00016071 6.4547e-13 6.0194e-11 6.0733e-10 2.0362e-09
25 395.23 0.00014563 6.3097e-13 6.028e-11 6.0932e-10 2.054e-09
26 445.23 0.0001336 6.205e-13 6.0354e-11 6.1107e-10 2.0694e-09
27 495.23 0.00012377 6.1265e-13 6.042e-11 6.126e-10 2.0831e-09
28 545.23 0.00011555 6.0659e-13 6.0478e-11 6.1396e-10 2.0952e-09
29 595.23 0.00010857 6.018e-13 6.053e-11 6.1518e-10 2.1061e-09
30 645.23 0.00010256 5.9793e-13 6.0577e-11 6.1628e-10 2.116e-09
31 695.23 9.7315e-05 5.9476e-13 6.0619e-11 6.1729e-10 2.125e-09
32 745.23 9.2698e-05 5.9212e-13 6.0658e-11 6.182e-10 2.1332e-09
33 795.23 8.8597e-05 5.8989e-13 6.0694e-11 6.1904e-10 2.1407e-09
34 845.23 8.4925e-05 5.8799e-13 6.0726e-11 6.1981e-10 2.1476e-09
35 1045.2 7.3373e-05 5.826e-13 6.0835e-11 6.2239e-10 2.1709e-09
36 1245.2 6.5133e-05 5.793e-13 6.0919e-11 6.2438e-10 2.1889e-09
37 1445.2 5.8912e-05 5.7711e-13 6.0986e-11 6.2597e-10 2.2033e-09
38 1645.2 5.4022e-05 5.7557e-13 6.1041e-11 6.2728e-10 2.2152e-09
39 1845.2 5.006e-05 5.7444e-13 6.1087e-11 6.2838e-10 2.2252e-09
40 2045.2 4.6773e-05 5.7358e-13 6.1127e-11 6.2932e-10 2.2337e-09
41 2245.2 4.3995e-05 5.7291e-13 6.1161e-11 6.3013e-10 2.2412e-09
42 2445.2 4.1609e-05 5.7238e-13 6.1191e-11 6.3085e-10 2.2477e-09
43 2645.2 3.9535e-05 5.7195e-13 6.1217e-11 6.3148e-10 2.2535e-09
